Time, Mass, Net Force, Y-Acceleration, Y-velocity, Altitude
81.750000, 341850.000000, 3223053.297640, 9.428268, 454.849407, 15073.397944
81.875000, 341850.000000, 3223444.239691, 9.429411, 456.028083, 15130.401454
82.000000, 341850.000000, 3223842.294292, 9.430576, 457.206905, 15187.552317
82.125000, 339387.654321, 3248253.656407, 9.570925, 458.403271, 15244.852726
82.250000, 339387.654321, 3248646.558241, 9.572082, 459.599781, 15302.302699
82.375000, 339387.654321, 3249046.647897, 9.573261, 460.796439, 15359.902254
82.500000, 339387.654321, 3249453.876556, 9.574461, 461.993247, 15417.651410
82.625000, 339387.654321, 3249868.195099, 9.575682, 463.190207, 15475.550185
82.750000, 339387.654321, 3250289.554110, 9.576923, 464.387322, 15533.598601
82.875000, 339387.654321, 3250717.903886, 9.578185, 465.584595, 15591.796675
83.000000, 339387.654321, 3251153.194440, 9.579468, 466.782029, 15650.144429
83.125000, 336925.308642, 3275598.145786, 9.722031, 467.997283, 15708.644089
83.250000, 336925.308642, 3276028.251510, 9.723307, 469.212696, 15767.295676
83.375000, 336925.308642, 3276465.368966, 9.724604, 470.428272, 15826.099210
83.500000, 336925.308642, 3276909.446945, 9.725923, 471.644012, 15885.054712
83.625000, 336925.308642, 3277360.433962, 9.727261, 472.859920, 15944.162201
83.750000, 336925.308642, 3277818.278265, 9.728620, 474.075997, 16003.421701
83.875000, 336925.308642, 3278282.927836, 9.729999, 475.292247, 16062.833232
84.000000, 336925.308642, 3278754.330402, 9.731398, 476.508672, 16122.396816
84.125000, 334462.962963, 3303231.659395, 9.876226, 477.743200, 16182.114716
84.250000, 334462.962963, 3303697.826839, 9.877619, 478.977902, 16241.986954
84.375000, 334462.962963, 3304170.813932, 9.879033, 480.212782, 16302.013551
84.500000, 334462.962963, 3304650.567191, 9.880468, 481.447840, 16362.194531
84.625000, 334462.962963, 3305137.032884, 9.881922, 482.683080, 16422.529916
84.750000, 334462.962963, 3305630.157036, 9.883397, 483.918505, 16483.019730
84.875000, 334462.962963, 3306129.885436, 9.884891, 485.154116, 16543.663994
85.000000, 334462.962963, 3306636.163645, 9.886405, 486.389917, 16604.462734
85.125000, 332000.617284, 3331144.545795, 10.033549, 487.644110, 16665.418247
85.250000, 332000.617284, 3331645.520881, 10.035058, 488.898493, 16726.530559
85.375000, 332000.617284, 3332153.108173, 10.036587, 490.153066, 16787.799692
85.500000, 332000.617284, 3332667.252039, 10.038136, 491.407833, 16849.225671
85.625000, 332000.617284, 3333187.896626, 10.039704, 492.662796, 16910.808521
85.750000, 332000.617284, 3333714.985865, 10.041292, 493.917958, 16972.548266
85.875000, 332000.617284, 3334248.463481, 10.042898, 495.173320, 17034.444931
86.000000, 332000.617284, 3334788.272998, 10.044524, 496.428885, 17096.498541
86.125000, 329538.271605, 3359326.275413, 10.194040, 497.703140, 17158.711434
86.250000, 329538.271605, 3359860.696726, 10.195662, 498.977598, 17221.083634
86.375000, 329538.271605, 3360401.508146, 10.197303, 500.252261, 17283.615166
86.500000, 329538.271605, 3360948.652028, 10.198963, 501.527131, 17346.306058
86.625000, 329538.271605, 3361502.070531, 10.200642, 502.802212, 17409.156334
86.750000, 329538.271605, 3362061.705633, 10.202341, 504.077504, 17472.166022
86.875000, 329538.271605, 3362627.499131, 10.204058, 505.353011, 17535.335148
87.000000, 329538.271605, 3363199.392651, 10.205793, 506.628735, 17598.663740
87.125000, 327075.925926, 3387765.479088, 10.357734, 507.923452, 17662.154172
87.250000, 327075.925926, 3388331.882989, 10.359466, 509.218385, 17725.806470
87.375000, 327075.925926, 3388904.441016, 10.361216, 510.513538, 17789.620662
87.500000, 327075.925926, 3389483.093655, 10.362986, 511.808911, 17853.596776
87.625000, 327075.925926, 3390067.781226, 10.364773, 513.104507, 17917.734840
